rank,sitc4,product,value,delta,year
505,3704,"Photographic plates, film, paper, exposed but not developed",1.45778,156,2009
506,7215,Other bars and rods of iron or nonalloy steel,1.45373,123,2009
507,8548,Waste and scrap of batteries; used batteries,1.45313,-3,2009
508,0405,Butter,1.44608,148,2009
509,6905,"Roofing tiles, chimney pots or other architectural ceramic ornaments",1.44277,60,2009
510,6808,"Vegetable fiber used for panels, boards, tiles, blocks",1.44204,86,2009
511,2206,"Fermented beverages (cider, perry, mead, etc)",1.43387,-24,2009
512,3925,Plastic builders' ware,1.43295,-44,2009
513,5606,Gimp yarn,1.42992,-137,2009
514,2838,"Fulminates, cyanates and thiocyanates",1.41463,180,2009
515,3402,Cleaning products,1.40151,82,2009
516,9307,"Swords, cutlasses, bayonets, lances and similar arms",1.40083,-91,2009
517,4006,Other forms of unvulcanized rubber,1.39893,-66,2009
518,4909,Printed or illustrated postcards,1.39678,3,2009
519,2525,Mica,1.39318,59,2009
520,2820,Manganese oxides,1.39219,181,2009
521,1702,Other sugars,1.39172,45,2009
522,8435,"Presses, crushers used in the manufacture of wine, cider, fruit juices",1.39107,-59,2009
523,5306,Flax yarn,1.38195,-100,2009
524,2004,"Other vegetables, prepared or preserved",1.38115,-79,2009
525,9006,Photographic cameras,1.37744,-99,2009
526,2808,Sulfonitric acids,1.37425,122,2009
527,4012,Retreaded or used pneumatic tires of rubber,1.36963,184,2009
528,7609,Aluminum tube or pipe fittings,1.35179,34,2009
529,1602,Homogenized preparations of meat,1.35087,46,2009
530,2917,Polycarboxylic acids,1.35045,-39,2009
531,5601,Wadding of textile materials,1.34662,112,2009
532,2902,Cyclic hydrocarbons,1.34562,10,2009
533,9028,"Gas, liquid or electricity supply or production meters",1.33868,-7,2009
534,7606,"Aluminum plates, sheets and strip > 0.2 mm",1.33837,56,2009
535,8107,Cadmium,1.33287,67,2009
536,4415,"Packing cases, boxes, crates, drums of wood",1.33185,-35,2009
537,6813,Friction material and articles thereof,1.32903,94,2009
538,6809,Plaster articles,1.32786,73,2009
539,0505,Feathers and down for stuffing,1.32696,-93,2009
540,7003,"Glass, cast or rolled",1.32361,64,2009
541,3209,"Paints and varnishes, aqueous",1.32272,11,2009
542,2815,Sodium hydroxide; potassium hydroxide; peroxides of sodium or potassium,1.3202,-80,2009
543,4808,"Paper and paperboard, corrugated",1.31011,45,2009
544,5301,"Flax fibre, raw or processed",1.30946,221,2009
545,2848,Phosphides,1.30569,-15,2009
546,7213,Hot rolled bar/rod grooved iron or non-alloy steel in irregular coils,1.30037,62,2009
547,4903,"Children's picture, drawing or coloring books",1.30019,-80,2009
548,5801,Woven pile fabrics,1.2996,26,2009
549,5111,Woven fabrics of carded wool or carded fine animal hair,1.29418,15,2009
550,5902,Tire cord fabric of high tenacity yarn of nylon,1.28727,15,2009
551,3503,Gelatin,1.28468,-107,2009
552,9004,"Spectacles, goggles, corrective, protective",1.28124,107,2009
553,8507,Electric storage batteries,1.26916,-76,2009
554,3917,"Tubes, pipes and hoses and fittings",1.26807,7,2009
555,5403,Artificial filament yarn,1.26652,-59,2009
556,2846,"Compounds, inorganic or organic, of rare-earth metals",1.26317,-197,2009
557,7611,"Aluminium reservoirs, vats, tanks, etc",1.26021,1,2009
558,0105,Fowls (< 185 grams),1.25962,142,2009
559,7115,Other articles of precious metals,1.25828,-178,2009
560,4701,Mechanical wood pulp,1.25577,-252,2009
561,8447,Knitting machines,1.25381,-206,2009
562,9703,Original sculptures and statuary,1.24961,152,2009
563,3907,Polyacetals,1.24679,-213,2009
564,8309,"Stoppers, caps and lids",1.237,-117,2009
565,2831,Dithionites and sulfoxylates,1.23366,-207,2009
566,8528,Monitors and projectors; reception apparatus for television,1.23339,-209,2009
567,3902,"Polymers of propylene or of other olefins, in primary forms",1.21575,-13,2009
568,5516,Woven fabrics of artificial staple fibers,1.21296,226,2009
569,2803,"Carbon, nesoi",1.20501,-88,2009
570,4813,Cigarette paper,1.20269,-146,2009
571,2519,Natural magnesium carbonate,1.18505,-77,2009
572,2704,"Coke etc of coal, lignite or peat, retort carbon",1.18225,191,2009
573,8004,"Tin plates, sheets and strips, thickness > 0.2 mm",1.17952,501,2009
574,2819,Chromium oxides and hydroxides,1.178,-42,2009
575,7308,"Structures and parts thereof (bridges, lock gates, towers, etc)",1.17387,104,2009
576,5309,Woven fabrics of flax,1.16111,-62,2009
577,8459,"Machine tools for drilling, boring or milling by removing metal",1.1581,-365,2009
578,6603,Parts of umbrellas or walking sticks,1.15695,15,2009
579,8606,"Railway freight cars, not self-propelled",1.15191,-99,2009
580,8529,"Parts of radios, telephones and TVs",1.14814,-256,2009
581,7316,"Anchors, grapnels and parts thereof, of iron or steel",1.14624,-89,2009
582,5703,"Carpets, tufted",1.14616,90,2009
583,3303,Perfumes and toilet waters,1.14523,148,2009
584,3706,"Motion-picture film, exposed and developed",1.14325,220,2009
585,2901,Acyclic hydrocarbons,1.14172,286,2009
586,8438,"Machinery, not specified for the industrial preparation or manufacture of food or drink",1.14052,-168,2009
587,4817,Letterstock,1.12491,-108,2009
588,9618,Mannequins,1.12063,70,2009
589,1205,Rape or colza seeds,1.11527,58,2009
590,1204,Linseed,1.11377,63,2009
591,0201,Bovine meat,1.11363,-7,2009
592,2105,Ice cream,1.11162,25,2009
593,9101,Wrist watches and pocket watches in cases of precious metal,1.10639,-179,2009
594,2904,"Sulfonated, nitrated or nitrosated derivatives of hydrocarbons",1.08931,148,2009
595,4804,Uncoated kraft paper and paperboard,1.08291,-52,2009
596,3205,Color lakes,1.08224,86,2009
597,5803,Gauze,1.07907,-12,2009
598,1210,"Hop cones, powdered or pelleted",1.07595,-166,2009
599,8522,Parts and accessories for video or sound equipment,1.07432,26,2009
600,8705,Special purpose motor vehicles,1.06167,-81,2009
601,7314,Cloth of iron or steel wire,1.04898,-95,2009
602,2308,Vegetable materials and waste,1.03897,82,2009
603,9403,Other furniture and parts thereof,1.03709,-14,2009
604,4908,Transfers (decalcomanias),1.03619,-58,2009
605,7321,"Stoves, ranges, barbecues and similar appliances of iron or steel",1.03476,14,2009
606,7104,Synthetic or semi-precious stones,1.03342,-316,2009
607,7325,Other cast articles of iron or steel,1.0297,-76,2009
608,2806,Hydrogen chloride (Hydrochloric acid); chlorosulfuric acid,1.02875,107,2009
609,7407,"Copper bars, rods and profiles",1.0273,89,2009
610,4818,Toilet paper of a kind used for household or sanitary purposes,1.0168,24,2009
611,5107,"Yarn of combed wool, not for retail sale",1.00777,99,2009
612,2835,Phosphinates and phosphonates,1.00635,-110,2009
613,9611,"Date, sealing or numbering stamps and the like",1.00521,84,2009
614,3806,Rosin and resin acids,1.00406,24,2009
615,8805,Aircraft launching gear,1.00299,-534,2009
616,5112,Woven fabrics of combed wool or combed fine animal hair,1.00137,-123,2009
617,6810,Cement articles,1.00024,-38,2009
618,9614,Smoking pipes and cigar or cigarette holders,0.993944,-95,2009
619,4815,Floor coverings of paper,0.98358,1,2009
620,7603,Aluminum powders and flakes,0.976998,-235,2009
621,8534,Electronic printed circuits,0.975965,-255,2009
622,3104,"Mineral or chemical fertilizers, potassic",0.973881,-73,2009
623,1901,Malt extract,0.970919,70,2009
624,2507,Kaolin,0.956758,95,2009
625,8478,Machinery for preparing or making up tobacco,0.956107,-295,2009
626,7604,"Aluminum bars, rods and profiles",0.945696,6,2009
627,2938,Glycosides,0.937884,-152,2009
628,3203,Coloring matter of vegetable or animal origin,0.926717,-56,2009
629,3211,Prepared driers,0.919967,-62,2009
630,2208,Alcoholic preps for beverages,0.915984,109,2009
631,2841,Salts of oxometallic or peroxometallic acids,0.915713,168,2009
632,2708,Pitch and pitch coke,0.912511,46,2009
633,7210,"Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t >0.5m",0.909746,36,2009
634,5809,Woven fabric incorporating metal threads,0.9034,-158,2009
635,8714,"Parts and accessories of motorcycles, bicycles or carriages",0.89987,-8,2009
636,4706,Pulps of fibers derived from recovered paper or paperboard,0.895813,18,2009
637,2526,Natural steatite,0.892558,-34,2009
638,5604,Rubber textiles,0.890119,-31,2009
639,3210,Other paints and varnishes,0.883967,6,2009
640,5503,Synthetic staple fibers,0.881891,-5,2009
641,6602,Walking sticks,0.879507,-143,2009
642,8906,"Other vessels, including warships and lifeboats other than row boats",0.876292,31,2009
643,9007,Cinematographic cameras and projectors,0.86833,17,2009
644,1505,"Wool grease, crude",0.867954,62,2009
645,2809,Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids,0.85825,92,2009
646,0406,Fresh cheese,0.837842,-16,2009
647,8106,Bismuth,0.83573,-8,2009
648,7309,"Tanks etc, over 300 liter capacity, iron or steel",0.833751,-235,2009
649,3814,Organic composite solvents and thinners,0.830385,-138,2009
650,2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,0.823446,102,2009
651,3306,Dental hygiene products,0.822616,117,2009
652,5405,"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm",0.816095,16,2009
653,8418,"Refrigerators, freezers",0.814213,-108,2009
654,2826,"Fluorides; fluorosilicates, fluoroaluminates",0.814106,11,2009
655,9102,Wrist watches and pocket watches,0.808008,-420,2009
656,5006,Silk yarn for retail sale,0.796526,-62,2009
657,7016,"Glass paving blocks, slabs, bricks, squares, tiles or other molded products",0.791821,23,2009
658,7207,Semifinished products of iron or nonalloy steel,0.787335,93,2009
659,3901,"Polymers of ethylene, in primary forms",0.784727,-76,2009
660,9401,Seats,0.780105,31,2009
661,0401,Milk and cream,0.774604,-20,2009
662,8527,Reception apparatus for radio broadcasting,0.771199,-52,2009
663,9202,"Other string musical instruments (for example, guitars, violins, harps)",0.769853,-224,2009
664,4905,Maps,0.763956,-207,2009
665,4910,Calendars,0.750425,-51,2009
666,7906,"Zinc tubes, pipes and tube or pipe fittings",0.747614,-139,2009
667,7106,Silver,0.742978,254,2009
668,4821,Paper and paperboard labels,0.742259,-32,2009
669,1108,Starches,0.741555,156,2009
670,3305,Hair products,0.730093,-21,2009
671,5109,"Yarn of wool or animal hair, for retail sale",0.724045,86,2009
672,2807,Sulfuric acid; oleum,0.723948,164,2009
673,4703,"Chemical woodpulp, soda or sulfate, not dissolving grade",0.720974,-2,2009
674,4405,Wood wool,0.719519,66,2009
675,1004,Oats,0.717182,55,2009
676,0101,Horses,0.711502,-64,2009
677,3808,"Insecticides, rodenticides, fungicides, herbicides",0.70564,-86,2009
678,4707,Recovered paper and paperboard,0.698645,81,2009
679,5501,Synthetic filament tow,0.69803,-27,2009
680,0206,Edible offal of animals,0.69733,-64,2009
681,7306,Other tubes and pipes of iron or steel,0.695751,-31,2009
682,8214,Other cutlery,0.677767,-36,2009
683,9704,Postage or revenue stamps,0.669651,-197,2009
684,2502,Iron pyrites,0.667077,-102,2009
685,7217,Wire of iron or nonalloy steel,0.657512,-62,2009
686,9506,Articles and equipment for general physical exercise,0.653463,-85,2009
687,6811,Asbestos-cement or cellulose fiber-cement,0.644933,-4,2009
688,2811,Other inorganic acids and other inorganic oxygen compounds of nonmetals,0.644631,-164,2009
689,2205,Vermouth and other flavored wines,0.644166,44,2009
690,7310,"Tanks and similar containers, of iron or steel, not exceeding 300 liters",0.639881,14,2009
691,8003,"Tin bars, rods, profiles and wire",0.636152,-69,2009
692,3405,Polishes and creams,0.630343,10,2009
693,2106,Food preparations not elsewhere specified,0.619164,16,2009
694,9406,Prefabricated buildings,0.616953,-50,2009
695,9014,Direction finding compasses,0.60581,-31,2009
696,7902,Zinc waste and scrap,0.605387,58,2009
697,9604,Hand sieves and hand riddles,0.603624,-225,2009
698,2707,Oils and other products of the distillation of high temperature coal tar,0.603338,14,2009
699,7317,"Nails, tacks, staples and similar articles of iron or steel",0.596432,37,2009
700,4418,Builders' joinery and carpentry of wood,0.592106,-38,2009
701,6904,Ceramic building bricks,0.589532,26,2009
702,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium",0.586795,-149,2009
703,2833,Sulfates; alums; peroxosulfates (persulfates),0.5859,89,2009
704,7209,"Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, 355 mp",0.583266,-117,2009
705,2209,Vinegars,0.573975,19,2009
706,7117,Imitation jewelry,0.571136,12,2009
707,1001,Wheat and meslin,0.569496,217,2009
708,7408,Copper wire,0.565114,66,2009
709,8304,Desk-top filing or card-index cabinets and parts thereof,0.564725,-33,2009
710,0208,Other meat and edible meat offal,0.558202,-137,2009
711,2839,Silicates; commercial alkali metal silicates,0.555344,-90,2009
712,0509,Sponges of animal origin,0.553971,-79,2009
713,2517,"Pebbles, gravel, broken & crushed stone for aggregate",0.552924,25,2009
714,1904,Cereal foods,0.548915,91,2009
715,5402,Synthetic filament yarn,0.535317,-48,2009
716,0102,Bovines,0.534683,44,2009
717,2829,Chlorates and perchlorates; bromates and perbromates; iodates and periodates,0.524904,-117,2009
718,6812,Asbestos fibres,0.520095,-178,2009
719,4404,"Hoopwood; split poles; piles, pickets and stakes of wood",0.514015,197,2009
720,7101,Pearls,0.512636,24,2009
721,8112,Other metals,0.511355,-164,2009
722,7311,Containers for compressed or liquified gas,0.507603,40,2009
723,2804,"Hydrogen, rare gases and other nonmetals",0.506389,-160,2009
724,1213,Cereal straw & husks,0.504473,-58,2009
725,7901,Unwrought zinc,0.46674,-18,2009
726,2309,Preparations of a kind used in animal feeding,0.462129,-6,2009
727,8007,Other articles of tin,0.460365,-4,2009
728,6914,Other ceramic articles,0.458018,22,2009
729,1518,"Processed animal, vegetable oils",0.449267,-103,2009
730,2202,Waters flavored or sweetened,0.448118,25,2009
731,1206,Sunflower seeds,0.44791,101,2009
732,6911,Porcelain or china tableware or other household articles,0.439764,-40,2009
733,8453,"Machinery for preparing, tanning or working hides, skins or leather",0.432047,20,2009
734,5110,Yarn of coarse animal hair or of horsehair,0.414986,-365,2009
735,8437,"Machines for cleaning, sorting or grading seed; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables",0.412199,-7,2009
736,7605,Aluminum wire,0.404983,-40,2009
737,3202,Synthetic organic tanning substances,0.39527,-62,2009
738,8201,"Hand tools base metal parts thereof spades, shovels, picks, forks and rakes; axes and similar hewing tools; pruners of any kind; scythes, sickles, hedge shears",0.39346,75,2009
739,2203,Beer,0.378251,9,2009
740,8907,"Other floating structures (for example, rafts, tanks, buoys and beacons)",0.36546,-251,2009
741,2817,Zinc oxide and peroxide,0.360706,-38,2009
742,9113,Watch straps,0.354857,-8,2009
743,2103,Sauces and seasonings,0.33626,-86,2009
744,8518,Microphones; loudspeakers; headphones,0.316607,-158,2009
745,8804,Parachutes,0.31453,1,2009
746,0808,Apples,0.307658,87,2009
747,4004,"Waste, parings and scrap of rubber",0.301206,93,2009
748,8702,Motor vehicles for the transport of > 10 persons,0.293666,-60,2009
749,1905,"Bread, pastry, cakes, biscuits and other baked goods",0.293294,18,2009
750,8111,Manganese,0.289505,326,2009
751,1502,"Bovine, sheep and goat fats",0.288542,13,2009
752,3406,Candles,0.286711,78,2009
753,7018,Glass beads,0.28632,8,2009
754,2621,"Other slag and ash, including seaweed ash (kelp)",0.279403,-73,2009
755,4819,"Cartons, boxes, cases, bags and other packing containers of paper",0.26593,51,2009
756,3923,Packing of goods,0.265174,40,2009
757,7216,"Angles, shapes and sections of iron or nonalloy steel",0.253717,18,2009
758,8430,"Other moving, excavating, extracting or boring machinery for earth, minerals or ores; pile-drivers; snowplows and snowblowers",0.250668,-50,2009
759,2101,"Extracts of coffee, tea or mate",0.250418,80,2009
760,2104,Soups and broths,0.231697,63,2009
